Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
2/14/19,Brigadeiro,-23.5683,-46.6482,48310,42,18,46,8,12,23,39,30,NORMAL,1124
4/23/19,Brigadeiro,-23.5683,-46.6482,46582,66,65,30,9,30,4,29,16,NORMAL,1193
6/21/18,Trianon-Masp,-23.5634,-46.6544,42187,51,59,65,43,4,18,27,39,NORMAL,1611
8/2/18,Trianon-Masp,-23.5634,-46.6544,42305,18,34,23,26,19,25,43,39,NORMAL,1652
11/29/18,Trianon-Masp,-23.5634,-46.6544,42786,77,63,12,11,11,7,15,17,NORMAL,1769
12/24/18,Trianon-Masp,-23.5634,-46.6544,44063,86,42,33,21,37,21,8,40,NORMAL,1794
10/2/19,Trianon-Masp,-23.5634,-46.6544,45344,53,65,65,32,24,4,21,14,REABASTECER,2072
5/1/18,Consolação,-23.5581,-46.6606,115544,14,23,25,22,29,15,19,13,NORMAL,2281
7/19/18,Consolação,-23.5581,-46.6606,115424,14,51,48,23,28,36,10,11,NORMAL,2359
5/3/19,Consolação,-23.5581,-46.6606,112216,44,25,4,42,33,7,17,34,REABASTECER,2643
1/26/18,Tamanduateí,-23.5929,-46.5897,53217,28,34,32,25,30,43,11,29,NORMAL,2906
3/13/19,Tamanduateí,-23.5929,-46.5897,51160,17,55,50,20,19,22,8,13,NORMAL,3313
2/16/18,Brás,-23.5451,-46.6162,70758,62,13,11,43,43,24,31,19,NORMAL,4366
8/12/18,Brás,-23.5451,-46.6162,72365,86,27,13,38,36,16,8,20,NORMAL,4542
12/30/18,Brás,-23.5451,-46.6162,72726,28,65,6,16,12,25,43,4,NORMAL,4680
5/16/19,Brás,-23.5451,-46.6162,72452,34,43,51,42,12,36,32,5,REABASTECER,4816
6/20/19,Brás,-23.5451,-46.6162,73295,42,13,12,17,3,26,35,43,NORMAL,4850
8/4/19,Brás,-23.5451,-46.6162,71764,48,65,37,14,32,11,23,4,REABASTECER,4894
1/27/18,Barra Funda,-23.5542,-46.6707,147144,86,48,28,17,17,32,27,24,NORMAL,5067
5/20/18,Barra Funda,-23.5542,-46.6707,149399,86,15,19,6,43,22,40,31,REABASTECER,5180
8/30/18,Barra Funda,-23.5542,-46.6707,150130,56,7,41,9,6,16,27,23,REABASTECER,5280
12/25/18,Barra Funda,-23.5542,-46.6707,148829,63,46,65,8,32,20,30,27,NORMAL,5395
3/13/19,Barra Funda,-23.5542,-46.6707,148489,32,45,42,26,4,42,43,7,REABASTECER,5473
12/28/19,Barra Funda,-23.5542,-46.6707,148170,66,13,13,31,29,28,43,37,NORMAL,5758
4/15/18,Tatuapé,-23.5402,-46.5765,67388,5,65,48,24,9,3,37,43,NORMAL,5865
7/13/18,Tatuapé,-23.5402,-46.5765,70018,26,43,65,20,30,33,26,1,REABASTECER,5953
1/25/19,Tatuapé,-23.5402,-46.5765,69750,74,65,43,12,14,10,38,30,NORMAL,6145
11/2/19,Tatuapé,-23.5402,-46.5765,68444,48,15,47,12,8,35,43,8,NORMAL,6422
11/18/19,República,-23.5436,-46.6434,110739,20,32,65,28,28,22,14,5,REABASTECER,7158
7/3/18,Higienópolis-Mackenzie,-23.5488,-46.6519,92709,86,45,50,43,25,33,31,31,NORMAL,7383
10/26/19,Higienópolis-Mackenzie,-23.5488,-46.6519,91740,16,51,45,27,36,23,21,6,REABASTECER,7856
11/23/19,Higienópolis-Mackenzie,-23.5488,-46.6519,89604,11,29,51,16,13,11,38,21,REABASTECER,7883
3/18/18,Faria Lima,-23.5675,-46.6929,53667,10,32,60,20,31,33,34,5,REABASTECER,7998
1/6/19,Faria Lima,-23.5675,-46.6929,52787,26,46,5,43,9,15,26,6,REABASTECER,8286
2/12/18,Pinheiros,-23.5664,-46.703,76258,13,0,48,2,17,19,40,27,REABASTECER,8682
3/10/19,Pinheiros,-23.5664,-46.703,79606,3,65,33,5,4,13,1,3,REABASTECER,9070
8/22/18,Butantã,-23.5844,-46.7252,66088,32,42,32,17,26,26,34,15,NORMAL,9592
12/17/19,Butantã,-23.5844,-46.7252,64171,22,23,25,23,21,34,19,27,NORMAL,10067
2/14/18,Fradique Coutinho,-23.5661,-46.6841,35023,13,62,26,34,43,8,38,12,NORMAL,10124
1/14/19,Fradique Coutinho,-23.5661,-46.6841,35423,67,55,26,43,4,29,13,6,REABASTECER,10454
7/15/19,Fradique Coutinho,-23.5661,-46.6841,33646,86,57,60,20,13,5,16,34,REABASTECER,10635
3/10/18,Luz,-23.5365,-46.6332,125520,9,32,39,19,43,28,23,19,REABASTECER,10870
6/19/18,Luz,-23.5365,-46.6332,125256,49,36,18,8,34,1,22,43,NORMAL,10969
6/25/18,Luz,-23.5365,-46.6332,125236,77,8,42,26,12,32,43,25,NORMAL,10975
10/1/18,Luz,-23.5365,-46.6332,127029,86,39,28,42,20,25,13,6,REABASTECER,11071
12/24/18,Luz,-23.5365,-46.6332,127098,40,65,47,19,36,15,20,5,REABASTECER,11154
2/21/19,Luz,-23.5365,-46.6332,125711,10,38,45,21,37,9,27,29,REABASTECER,11211
3/28/19,Luz,-23.5365,-46.6332,127167,77,7,50,10,17,21,12,43,REABASTECER,11248
4/2/19,Luz,-23.5365,-46.6332,125637,38,50,26,40,43,4,39,28,NORMAL,11252
5/8/19,Luz,-23.5365,-46.6332,127716,32,44,55,13,36,23,24,5,REABASTECER,11288
1/22/19,Ana Rosa,-23.5813,-46.6383,66522,27,6,52,31,33,22,35,32,NORMAL,11902
8/1/19,Ana Rosa,-23.5813,-46.6383,64893,29,49,55,5,14,13,39,31,REABASTECER,12091
9/23/19,Ana Rosa,-23.5813,-46.6383,67027,69,19,11,19,23,31,13,26,NORMAL,12143
1/23/19,São Joaquim,-23.5618,-46.6389,33777,86,31,32,43,39,7,27,16,NORMAL,12623
10/13/19,São Joaquim,-23.5618,-46.6389,36464,86,19,45,13,16,43,6,14,REABASTECER,12883
12/26/19,São Joaquim,-23.5618,-46.6389,36273,67,65,45,43,43,26,43,43,NORMAL,12956
4/11/18,São Judas,-23.6255,-46.6411,15458,73,12,45,33,26,30,43,5,NORMAL,13061
5/18/19,São Judas,-23.6255,-46.6411,15695,33,32,6,23,1,43,15,37,NORMAL,13458
5/20/19,São Judas,-23.6255,-46.6411,14578,12,19,61,16,38,34,9,32,REABASTECER,13460
9/11/19,São Judas,-23.6255,-46.6411,14283,22,13,18,17,2,14,43,3,REABASTECER,13571
11/5/19,São Judas,-23.6255,-46.6411,17438,5,17,32,33,38,43,39,35,REABASTECER,13625
12/24/18,Vila Mariana,-23.5895,-46.6346,22707,24,5,5,27,21,6,9,43,REABASTECER,14034
12/14/18,Brooklin,-23.6263,-46.6878,28879,63,30,47,11,8,33,41,32,NORMAL,14744
4/7/19,Brooklin,-23.6263,-46.6878,27288,58,34,65,21,26,30,38,6,REABASTECER,14857
12/28/19,Brooklin,-23.6263,-46.6878,29603,86,36,19,35,22,38,9,28,NORMAL,15118
6/27/19,Consolação,-23.5581,-46.6606,115096,14,29,11,10,18,37,5,39,REABASTECER,2697
2/27/18,Campo Belo,-23.6188,-46.6823,25731,48,25,33,43,6,8,23,43,REABASTECER,15177
6/21/19,Trianon-Masp,-23.5634,-46.6544,44041,12,11,52,5,10,17,5,14,REABASTECER,1971
10/23/19,Consolação,-23.5581,-46.6606,112764,86,55,6,34,2,9,26,19,REABASTECER,2813
3/14/18,Consolação,-23.5581,-46.6606,114839,64,5,21,39,15,33,25,35,REABASTECER,2234
1/11/19,Campo Belo,-23.6188,-46.6823,24924,25,36,40,35,20,26,43,41,NORMAL,15491
8/20/18,Tamanduateí,-23.5929,-46.5897,50923,21,32,50,16,43,23,20,25,NORMAL,3110
11/24/18,Tamanduateí,-23.5929,-46.5897,51880,52,26,29,20,15,34,20,14,NORMAL,3204
6/29/19,Campo Belo,-23.6188,-46.6823,23998,35,15,51,37,4,21,27,31,REABASTECER,15659
12/12/18,Tamanduateí,-23.5929,-46.5897,50343,56,50,33,12,19,11,32,29,NORMAL,3222
11/19/18,Consolação,-23.5581,-46.6606,112655,58,8,25,43,41,43,6,4,REABASTECER,2479
11/25/18,Consolação,-23.5581,-46.6606,115174,86,35,55,27,18,21,25,30,NORMAL,2485
1/7/19,Tamanduateí,-23.5929,-46.5897,52300,70,65,33,12,13,5,11,17,REABASTECER,3247
8/26/19,Campo Belo,-23.6188,-46.6823,25601,9,58,56,36,43,40,11,24,REABASTECER,15716
3/29/19,Tamanduateí,-23.5929,-46.5897,50707,21,33,61,9,5,19,32,34,NORMAL,3329
11/23/19,Campo Belo,-23.6188,-46.6823,24977,55,65,56,16,33,12,9,23,NORMAL,15803
7/2/19,Consolação,-23.5581,-46.6606,112976,48,10,44,39,40,25,22,17,NORMAL,2702
8/4/19,Tamanduateí,-23.5929,-46.5897,49788,86,15,26,31,19,39,43,26,NORMAL,3454
3/6/18,Eucaliptos,-23.61,-46.6686,24613,59,54,27,41,37,9,33,37,NORMAL,15906
12/7/19,Consolação,-23.5581,-46.6606,113356,75,51,41,33,6,21,29,16,NORMAL,2857
5/29/18,Sé,-23.55,-46.6333,194430,24,38,39,20,22,13,26,18,NORMAL,3749
7/16/18,Tamanduateí,-23.5929,-46.5897,49592,32,43,39,40,26,38,27,34,NORMAL,3076
8/27/18,Sé,-23.55,-46.6333,195010,26,48,55,4,13,42,40,16,NORMAL,3837
3/25/19,Eucaliptos,-23.61,-46.6686,22383,86,49,40,3,27,25,11,32,REABASTECER,16285
11/11/18,Sé,-23.55,-46.6333,193270,8,25,49,19,38,32,11,36,REABASTECER,3911
1/6/18,Sé,-23.55,-46.6333,195196,34,41,29,23,25,24,26,24,NORMAL,3606
9/3/18,Moema,-23.5489,-46.6388,17979,32,24,22,39,43,34,41,10,NORMAL,16803
10/25/18,Moema,-23.5489,-46.6388,18310,38,32,13,39,4,11,8,30,REABASTECER,16855
2/26/18,Paraíso,-23.57677,-46.63933,71250,60,8,65,31,33,25,38,9,REABASTECER,56
4/25/19,Sé,-23.55,-46.6333,192251,21,43,42,25,32,33,9,18,NORMAL,4075
9/5/18,Paraíso,-23.57677,-46.63933,73902,17,18,10,12,36,30,16,7,NORMAL,245
10/15/18,Paraíso,-23.57677,-46.63933,73056,39,47,7,17,43,16,22,18,REABASTECER,285
1/14/19,Paraíso,-23.57677,-46.63933,72791,35,31,49,29,37,43,17,38,NORMAL,374
2/15/18,Barra Funda,-23.5542,-46.6707,148912,74,9,31,7,26,20,24,38,REABASTECER,5085
2/19/18,Barra Funda,-23.5542,-46.6707,147392,35,40,6,34,11,43,10,24,REABASTECER,5089
5/13/19,Paraíso,-23.57677,-46.63933,70995,38,37,11,33,6,38,13,31,REABASTECER,493
6/24/19,Paraíso,-23.57677,-46.63933,72911,41,39,65,43,18,39,2,33,REABASTECER,534
4/30/18,Brás,-23.5451,-46.6162,70721,29,16,25,43,37,23,31,27,NORMAL,4440
2/5/19,Brás,-23.5451,-46.6162,73221,86,43,28,43,43,11,22,38,NORMAL,4715
5/15/18,Brigadeiro,-23.5683,-46.6482,49006,74,51,15,40,38,17,19,36,NORMAL,855
4/18/19,Barra Funda,-23.5542,-46.6707,147964,12,14,56,28,36,43,43,34,REABASTECER,5508
5/26/19,Barra Funda,-23.5542,-46.6707,148440,76,45,46,38,26,6,21,14,REABASTECER,5546
5/14/19,Brás,-23.5451,-46.6162,70991,51,58,65,2,17,41,41,16,REABASTECER,4814
8/18/19,Barra Funda,-23.5542,-46.6707,147071,6,65,7,6,16,28,32,30,REABASTECER,5628
2/1/18,Tatuapé,-23.5402,-46.5765,70472,45,65,48,16,38,8,40,8,NORMAL,5791
3/16/18,Tatuapé,-23.5402,-46.5765,67158,27,4,47,32,43,31,33,39,REABASTECER,5836
9/25/19,Brigadeiro,-23.5683,-46.6482,48266,75,26,25,23,7,4,32,8,NORMAL,1345
11/17/19,Brigadeiro,-23.5683,-46.6482,48565,78,41,33,43,33,16,43,43,NORMAL,1397
11/30/18,Tatuapé,-23.5402,-46.5765,68756,79,35,32,19,26,16,21,16,NORMAL,6090
12/24/18,Barra Funda,-23.5542,-46.6707,147022,76,56,9,9,36,25,32,31,NORMAL,5394
8/18/18,República,-23.5436,-46.6434,108145,3,25,23,6,28,36,13,9,NORMAL,6708
9/16/19,Barra Funda,-23.5542,-46.6707,149656,66,39,27,22,27,37,11,37,NORMAL,5656
8/13/18,Vila Mariana,-23.5895,-46.6346,24282,30,8,39,35,24,10,24,38,REABASTECER,13903
12/21/19,Barra Funda,-23.5542,-46.6707,147929,47,52,57,4,20,7,29,27,REABASTECER,5751
7/30/19,Vila Mariana,-23.5895,-46.6346,24568,16,40,65,26,14,3,18,15,NORMAL,14250
3/10/19,Tatuapé,-23.5402,-46.5765,67912,35,65,6,37,4,32,35,20,REABASTECER,6190
1/5/18,Brooklin,-23.6263,-46.6878,28386,52,35,32,24,32,24,26,30,NORMAL,14405
1/16/18,Brooklin,-23.6263,-46.6878,27791,34,25,10,21,30,31,26,30,NORMAL,14416
7/30/19,Tatuapé,-23.5402,-46.5765,71040,44,15,65,26,43,43,32,21,NORMAL,6330
5/17/18,Brooklin,-23.6263,-46.6878,28307,75,23,59,7,24,26,20,20,NORMAL,14537
9/17/19,Higienópolis-Mackenzie,-23.5488,-46.6519,91468,33,35,54,37,18,35,43,26,NORMAL,7817
10/28/19,Higienópolis-Mackenzie,-23.5488,-46.6519,90542,86,41,30,23,30,17,15,38,NORMAL,7858
7/6/19,Brooklin,-23.6263,-46.6878,28599,41,65,4,11,35,24,19,17,NORMAL,14946
2/26/18,Faria Lima,-23.5675,-46.6929,52647,74,13,10,43,22,5,29,8,NORMAL,7976
3/22/18,Faria Lima,-23.5675,-46.6929,53836,56,13,33,15,16,21,21,27,NORMAL,8002
3/20/19,República,-23.5436,-46.6434,108452,33,13,65,21,36,29,32,43,NORMAL,6920
4/30/18,Faria Lima,-23.5675,-46.6929,53937,47,32,29,33,39,33,38,37,NORMAL,8040
2/2/18,Campo Belo,-23.6188,-46.6823,24847,34,22,65,36,10,43,43,10,NORMAL,15152
9/8/18,Campo Belo,-23.6188,-46.6823,25727,65,27,57,43,23,16,26,18,NORMAL,15368
5/25/19,Faria Lima,-23.5675,-46.6929,54509,11,51,60,43,43,27,1,14,REABASTECER,8425
6/6/18,Higienópolis-Mackenzie,-23.5488,-46.6519,90335,86,14,36,14,18,28,43,7,NORMAL,7356
11/30/18,Higienópolis-Mackenzie,-23.5488,-46.6519,93014,15,41,16,43,43,30,7,16,NORMAL,7530
9/21/19,Campo Belo,-23.6188,-46.6823,25222,26,28,20,7,25,43,40,14,NORMAL,15741
3/6/19,Higienópolis-Mackenzie,-23.5488,-46.6519,92121,35,7,24,15,21,26,37,23,REABASTECER,7626
10/30/19,Campo Belo,-23.6188,-46.6823,26330,4,7,6,43,43,24,11,28,REABASTECER,15780
11/21/19,Campo Belo,-23.6188,-46.6823,24798,73,16,6,26,43,15,15,35,REABASTECER,15801
7/24/18,Pinheiros,-23.5664,-46.703,77022,86,13,3,14,7,20,3,22,NORMAL,8844
7/16/19,Higienópolis-Mackenzie,-23.5488,-46.6519,92972,42,38,29,18,43,41,41,1,REABASTECER,7756
4/4/18,Eucaliptos,-23.61,-46.6686,24803,46,30,32,8,15,26,4,9,REABASTECER,15934
1/29/19,Pinheiros,-23.5664,-46.703,77181,54,40,43,27,12,20,35,30,NORMAL,9029
9/29/18,Eucaliptos,-23.61,-46.6686,24276,11,2,49,30,9,15,37,40,REABASTECER,16109
3/2/18,Faria Lima,-23.5675,-46.6929,53916,10,50,42,27,43,29,9,24,NORMAL,7982
12/18/18,Eucaliptos,-23.61,-46.6686,23968,11,5,46,4,24,40,36,9,NORMAL,16188
7/18/18,Faria Lima,-23.5675,-46.6929,53167,10,56,55,39,43,10,24,29,REABASTECER,8118
3/4/19,Eucaliptos,-23.61,-46.6686,22058,25,58,58,25,20,13,9,29,NORMAL,16264
4/15/18,Butantã,-23.5844,-46.7252,66893,20,19,58,7,23,36,13,43,NORMAL,9465
6/28/19,Faria Lima,-23.5675,-46.6929,52989,29,19,65,35,6,9,40,13,NORMAL,8458
8/15/19,Faria Lima,-23.5675,-46.6929,51343,6,5,12,13,12,25,41,32,NORMAL,8505
10/27/19,Faria Lima,-23.5675,-46.6929,51291,13,26,65,33,36,14,15,35,NORMAL,8577
11/4/19,Faria Lima,-23.5675,-46.6929,52261,35,44,18,19,9,33,31,12,NORMAL,8584
6/20/18,Moema,-23.5489,-46.6388,17240,67,36,32,40,41,3,34,5,REABASTECER,16730
9/6/18,Moema,-23.5489,-46.6388,20471,86,10,0,33,35,27,30,43,REABASTECER,16806
7/8/19,Butantã,-23.5844,-46.7252,66798,1,31,3,11,31,7,21,5,NORMAL,9908
6/8/18,Pinheiros,-23.5664,-46.703,77363,15,26,33,8,5,19,10,35,REABASTECER,8798
9/19/19,Butantã,-23.5844,-46.7252,67499,86,12,31,27,29,9,40,15,NORMAL,9979
3/29/18,Paraíso,-23.57677,-46.63933,70443,86,63,41,22,15,11,28,43,NORMAL,89
10/10/18,Paraíso,-23.57677,-46.63933,73798,86,2,42,31,21,32,43,39,REABASTECER,280
3/29/18,Tatuapé,-23.5402,-46.5765,68691,74,59,29,29,32,38,16,24,NORMAL,5849
11/10/19,Campo Belo,-23.6188,-46.6823,26503,86,10,5,10,43,38,16,27,NORMAL,15790
6/3/18,Eucaliptos,-23.61,-46.6686,24514,73,57,21,35,22,5,33,22,NORMAL,15993
8/13/18,Eucaliptos,-23.61,-46.6686,21612,38,37,57,29,36,31,9,16,NORMAL,16063
1/22/19,Tatuapé,-23.5402,-46.5765,68464,24,23,61,16,27,19,2,39,REABASTECER,6142
10/20/18,Eucaliptos,-23.61,-46.6686,23277,52,6,39,43,16,35,28,32,NORMAL,16130
5/13/19,Tatuapé,-23.5402,-46.5765,69937,19,20,34,11,5,20,22,35,REABASTECER,6253
10/11/19,Tatuapé,-23.5402,-46.5765,68030,86,13,49,43,43,11,35,43,NORMAL,6401
1/2/18,República,-23.5436,-46.6434,108116,78,57,56,43,37,38,37,39,NORMAL,6482
9/25/19,Eucaliptos,-23.61,-46.6686,21699,67,19,40,43,7,22,5,37,NORMAL,16465
9/26/19,Eucaliptos,-23.61,-46.6686,24167,55,14,35,40,1,17,43,35,NORMAL,16466
5/7/18,Moema,-23.5489,-46.6388,19866,76,34,9,43,39,42,37,9,REABASTECER,16687
7/12/19,República,-23.5436,-46.6434,107914,37,25,65,39,22,43,41,25,NORMAL,7032
8/8/19,República,-23.5436,-46.6434,107764,28,44,25,31,33,9,14,37,NORMAL,7058
7/11/18,Moema,-23.5489,-46.6388,20739,38,57,40,15,38,26,28,12,NORMAL,16751
5/22/19,República,-23.5436,-46.6434,108041,25,65,22,28,4,14,28,15,NORMAL,6982
9/6/19,Hospital São Paulo,-23.5984,-46.6455,25266,35,30,32,12,5,13,21,13,REABASTECER,16902
10/27/18,Higienópolis-Mackenzie,-23.5488,-46.6519,89828,63,65,55,12,8,39,6,9,NORMAL,7497
4/15/18,Higienópolis-Mackenzie,-23.5488,-46.6519,92470,86,6,20,43,15,35,41,2,REABASTECER,7305
7/4/19,Higienópolis-Mackenzie,-23.5488,-46.6519,92852,77,49,65,12,43,35,43,43,NORMAL,7744
12/18/18,Paraíso,-23.57677,-46.63933,70677,30,50,19,27,4,32,34,11,NORMAL,348
5/27/19,Paraíso,-23.57677,-46.63933,72593,65,65,52,43,35,32,35,13,NORMAL,507
1/28/18,Faria Lima,-23.5675,-46.6929,52975,4,44,7,16,3,7,23,28,REABASTECER,7948
4/1/18,Faria Lima,-23.5675,-46.6929,52327,56,27,32,31,22,34,31,33,NORMAL,8011
9/17/19,Paraíso,-23.57677,-46.63933,70097,30,17,18,43,35,15,11,43,NORMAL,617
3/11/18,Brigadeiro,-23.5683,-46.6482,46356,4,36,33,19,26,21,13,36,NORMAL,791
5/9/19,Faria Lima,-23.5675,-46.6929,51948,75,16,39,3,28,33,16,37,REABASTECER,8409
2/3/19,Brigadeiro,-23.5683,-46.6482,49650,77,22,60,43,14,9,43,36,NORMAL,1113
2/11/18,Pinheiros,-23.5664,-46.703,79335,24,10,53,8,20,22,43,32,NORMAL,8681
3/19/18,Pinheiros,-23.5664,-46.703,76176,86,42,50,18,33,33,16,43,NORMAL,8719
4/12/18,Pinheiros,-23.5664,-46.703,79630,37,35,15,11,31,12,12,37,NORMAL,8742
8/30/19,Brigadeiro,-23.5683,-46.6482,48038,47,49,60,26,12,40,41,15,NORMAL,1320
10/22/19,Faria Lima,-23.5675,-46.6929,54624,57,45,29,7,12,21,35,13,NORMAL,8572
11/2/19,Brigadeiro,-23.5683,-46.6482,49489,43,63,26,6,41,21,18,27,NORMAL,1382
8/16/18,Pinheiros,-23.5664,-46.703,76179,33,7,47,35,4,25,43,18,REABASTECER,8866
4/26/18,Pinheiros,-23.5664,-46.703,76468,76,28,53,43,9,16,38,31,NORMAL,8756
8/11/18,Pinheiros,-23.5664,-46.703,77990,76,40,22,13,22,43,22,40,NORMAL,8861
10/30/18,Pinheiros,-23.5664,-46.703,79761,76,49,10,10,19,38,29,27,NORMAL,8940
2/22/19,Trianon-Masp,-23.5634,-46.6544,45101,22,36,28,19,26,6,37,39,NORMAL,1852
2/2/18,Butantã,-23.5844,-46.7252,66475,27,62,39,34,39,24,14,3,NORMAL,9392
8/9/19,Pinheiros,-23.5664,-46.703,77778,22,54,23,8,12,31,18,20,NORMAL,9219
3/25/19,Faria Lima,-23.5675,-46.6929,54256,39,35,36,13,32,11,16,6,NORMAL,8365
10/26/18,Moema,-23.5489,-46.6388,19802,29,23,3,33,43,8,5,25,REABASTECER,16856
1/8/18,Paraíso,-23.57677,-46.63933,73471,14,23,10,13,14,27,24,14,NORMAL,8
6/3/18,Butantã,-23.5844,-46.7252,65344,77,40,25,13,35,24,37,33,NORMAL,9513
2/25/18,Paraíso,-23.57677,-46.63933,72999,71,15,8,37,35,31,43,13,REABASTECER,55
11/13/19,Faria Lima,-23.5675,-46.6929,53942,38,55,27,42,13,37,33,17,NORMAL,8593
11/1/18,Paraíso,-23.57677,-46.63933,71422,54,16,28,4,17,16,8,31,NORMAL,301
4/28/19,Butantã,-23.5844,-46.7252,65837,76,22,50,41,13,21,43,36,NORMAL,9838
6/25/19,Butantã,-23.5844,-46.7252,65519,43,35,33,5,6,32,35,10,REABASTECER,9895
1/21/19,Pinheiros,-23.5664,-46.703,76365,47,20,38,14,43,9,25,24,NORMAL,9021
5/30/19,Paraíso,-23.57677,-46.63933,73522,38,48,38,34,23,25,20,43,NORMAL,510
10/13/19,Paraíso,-23.57677,-46.63933,73338,47,47,10,37,26,37,35,31,NORMAL,643
10/20/19,Paraíso,-23.57677,-46.63933,73597,71,65,32,8,5,26,8,10,REABASTECER,650
3/15/18,Fradique Coutinho,-23.5661,-46.6841,34254,54,47,65,8,43,43,40,15,NORMAL,10155
11/7/19,Paraíso,-23.57677,-46.63933,72032,43,34,38,17,30,19,23,31,NORMAL,667
5/8/18,Fradique Coutinho,-23.5661,-46.6841,36723,45,46,24,17,33,19,43,3,NORMAL,10208
9/30/19,Pinheiros,-23.5664,-46.703,76126,75,51,61,16,7,29,33,31,NORMAL,9270
4/11/19,Fradique Coutinho,-23.5661,-46.6841,34876,43,14,26,33,7,11,39,11,NORMAL,10541
8/2/18,Butantã,-23.5844,-46.7252,66829,37,14,31,27,18,11,19,1,NORMAL,9572
11/21/18,Butantã,-23.5844,-46.7252,65425,27,10,5,25,18,3,8,33,REABASTECER,9681
8/1/19,Brigadeiro,-23.5683,-46.6482,46266,73,9,57,18,16,43,21,7,NORMAL,1291
8/11/19,Brigadeiro,-23.5683,-46.6482,46939,66,6,51,40,11,7,20,13,REABASTECER,1301
9/21/19,Brigadeiro,-23.5683,-46.6482,48238,23,45,57,34,20,18,6,26,NORMAL,1341
5/22/18,Trianon-Masp,-23.5634,-46.6544,42075,86,38,1,3,40,22,43,12,REABASTECER,1582
5/23/18,Fradique Coutinho,-23.5661,-46.6841,33270,79,65,51,40,17,30,17,23,NORMAL,10223
11/26/18,Trianon-Masp,-23.5634,-46.6544,44152,15,15,34,22,25,17,26,28,NORMAL,1766
12/18/18,Fradique Coutinho,-23.5661,-46.6841,36834,64,65,2,33,16,29,30,23,NORMAL,10428
8/23/19,Fradique Coutinho,-23.5661,-46.6841,36606,68,65,5,29,43,12,29,35,REABASTECER,10673
11/9/19,Fradique Coutinho,-23.5661,-46.6841,34541,86,36,65,19,4,35,5,43,NORMAL,10749
12/7/19,Fradique Coutinho,-23.5661,-46.6841,33244,67,58,14,10,28,40,22,12,NORMAL,10777
3/10/18,Consolação,-23.5581,-46.6606,115378,13,35,52,14,31,3,39,7,NORMAL,2230
9/20/18,Ana Rosa,-23.5813,-46.6383,65082,79,48,58,28,43,9,20,43,NORMAL,11780
10/12/18,Ana Rosa,-23.5813,-46.6383,63826,58,57,23,5,28,17,28,40,REABASTECER,11802
10/22/18,Ana Rosa,-23.5813,-46.6383,66687,57,8,4,25,32,16,24,4,NORMAL,11812
7/23/19,Ana Rosa,-23.5813,-46.6383,63932,15,21,44,27,43,43,27,25,NORMAL,12083
11/11/18,Luz,-23.5365,-46.6332,125649,42,22,34,35,29,25,16,20,NORMAL,11111
9/10/19,Ana Rosa,-23.5813,-46.6383,67360,11,23,34,21,33,30,24,40,REABASTECER,12130
3/3/19,Consolação,-23.5581,-46.6606,113688,18,65,30,13,43,24,4,20,NORMAL,2583
1/3/18,São Joaquim,-23.5618,-46.6389,34694,64,53,50,38,31,32,34,32,NORMAL,12243
6/18/18,Tamanduateí,-23.5929,-46.5897,52201,76,31,38,29,12,22,31,23,NORMAL,3048
4/13/18,Ana Rosa,-23.5813,-46.6383,66716,46,13,30,39,32,16,14,23,NORMAL,11623
6/22/19,Ana Rosa,-23.5813,-46.6383,64862,63,65,65,43,43,40,28,22,NORMAL,12052
7/13/19,Ana Rosa,-23.5813,-46.6383,66103,37,9,45,18,1,35,24,30,NORMAL,12073
12/13/19,São Joaquim,-23.5618,-46.6389,35386,32,29,12,43,2,22,43,15,REABASTECER,12943
8/23/19,Ana Rosa,-23.5813,-46.6383,63794,77,53,37,10,18,33,2,28,REABASTECER,12113
11/3/19,Ana Rosa,-23.5813,-46.6383,66319,30,25,39,29,40,33,17,21,NORMAL,12183
2/7/18,São Joaquim,-23.5618,-46.6389,33727,76,36,59,17,23,14,29,41,NORMAL,12277
10/8/18,São Joaquim,-23.5618,-46.6389,34584,17,34,19,16,6,33,33,38,REABASTECER,12518
10/20/18,Higienópolis-Mackenzie,-23.5488,-46.6519,91802,41,36,28,32,43,19,41,33,NORMAL,7490
6/3/19,São Judas,-23.6255,-46.6411,14596,46,15,38,25,26,38,43,14,NORMAL,13473
2/25/19,Higienópolis-Mackenzie,-23.5488,-46.6519,89996,60,25,29,38,19,11,43,25,NORMAL,7615
10/25/19,São Judas,-23.6255,-46.6411,16247,31,11,30,9,34,28,32,35,NORMAL,13615
6/30/19,São Joaquim,-23.5618,-46.6389,35412,36,9,12,39,9,43,43,8,REABASTECER,12780
8/3/19,Higienópolis-Mackenzie,-23.5488,-46.6519,90398,45,13,45,41,20,43,6,31,NORMAL,7773
8/18/19,Higienópolis-Mackenzie,-23.5488,-46.6519,90153,67,21,16,43,39,40,28,9,NORMAL,7788
8/22/19,Higienópolis-Mackenzie,-23.5488,-46.6519,93103,25,65,50,35,24,29,10,38,NORMAL,7792
10/18/19,Higienópolis-Mackenzie,-23.5488,-46.6519,90802,6,27,35,13,26,42,12,38,NORMAL,7848
7/18/18,Vila Mariana,-23.5895,-46.6346,21887,14,24,11,32,41,7,11,43,NORMAL,13878
